"Date","State","City","Cause","Description","Gender","Age","Age demographic","MFI","Disability","Residential building type","Smoke alarms","Media URL"
"10/27/2016","NY","Manhattan","Electrical malfunction
","A 25-year-old man died in an apartment fire.","Male","25","Unknown","","N","Multifamily","Not reported","https://www.nydailynews.com/new-york/manhattan/damaged-power-strip-started-fatal-nyc-apartment-fire-article-1.2876630"
"10/27/2016","NY","West Bloomfield","Under investigation","An 85-year-old woman died in a house fire.","Female","85","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.mpnnow.com/news/20161028/west-bloomfield-fire-claims-womans-life"
"10/20/2016","NY","Lockport","Under investigation","A 54-year-old woman died in a house fire","Female","54","Unknown","","N","1 & 2 family
","Not reported","https://www.wkbw.com/news/source-woman-dies-in-lockport-house-fire"
"10/15/2016","NY","Jamestown","Under investigation","A 22-month-old girl died in a house fire.","Female","2","Children (14 and under)","","N","1 & 2 family
","Not reported","https://www.wgrz.com/news/local/2-year-old-killed-in-jamestown-house-fire/336391330"
"10/11/2016","NY","Co-Op City","Under investigation","One person died in an apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://bronx.news12.com/news/1-killed-in-co-op-city-high-rise-fire-1.12441336"
"09/19/2016","NY","Selden","Under investigation","An 85-year-old woman died in a house fire.","Female","85","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.newsday.com/long-island/suffolk/one-person-dead-after-selden-fire-officials-say-1.12336019"
"09/16/2016","NY","Colonie","Under investigation","One person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.timesunion.com/local/article/No-identity-yet-for-Colonie-fire-victim-9229600.php"
"09/05/2016","NY","Old Chatham (Columbia County)","Under investigation","An 81-year-old man died in a house fire.","Male","81","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.registerstar.com/news/article_4e2aecb4-7385-11e6-a1ee-ef3bfc21901c.html"
"09/05/2016","NY","Cheektowaga","Under investigation","A 62-year-old man died in a house fire.","Male","62","Unknown","","N","1 & 2 family
","Not reported","https://www.buffalonews.com/city-region/cheektowaga/one-found-dead-in-cheektowaga-fire-20160905"
"09/02/2016","NY","Homer","Under investigation","One person died in an apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://www.syracuse.com/crime/index.ssf/2016/09/report_1_person_presumed_dead_after_cortland_county_fire.html"
"09/01/2016","NY","Syracuse","Playing with heat source
","An 8-year-old boy and 4-year-old girl died in a house fire","Male","8","Children (14 and under)","1 of 2","N","1 & 2 family
","Not reported","https://www.localsyr.com/news/local-news/two-dead-in-overnight-house-fire"
"09/01/2016","NY","Syracuse","Playing with heat source
","An 8-year-old boy and 4-year-old girl died in a house fire","Female","4","Children (14 and under)","2 of 2","N","1 & 2 family
","Not reported","https://www.localsyr.com/news/local-news/two-dead-in-overnight-house-fire"
"08/31/2016","NY","Southeast","Under investigation","A 50-year-old man died in a house fire","Male","50","Unknown","","N","1 & 2 family
","Not reported","https://www.putnamcountycourier.com/news/2016-08-25/Front_Page/One_Dead_in_Early_Morning_Fire_in_Southeast_Two_Es.html"
"08/24/2016","NY","Smithtown","Under investigation","A 36-year-old woman injured in this fire, died on 12/17.","Female","36","Unknown","","N","1 & 2 family
","Present and working","https://longisland.news12.com/news/smithtown-mom-injured-in-august-house-fire-dies-1.12771957"
"08/03/2016","NY","Pendleton","Under investigation","A 72-year-old woman died in a house fire","Female","72","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://wivb.com/2016/08/03/investigators-searching-for-cause-of-fatal-fire-in-pendleton"
"07/25/2016","NY","Connelly","Under investigation","A 72-year-old man died in a house fire.","Male","72","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.midhudsonnews.com/News/2016/July/26/Fatal_fire_Tune_arthur-26Jul16.htm"
"07/21/2016","NY","North Massapequa","Under investigation","A 79-year-old person with disabilities died in a house fire.","Unknown","79","Older adults (65 and older)","","Y","1 & 2 family
","Not reported","https://patch.com/new-york/massapequa/1-killed-n-massapequa-house-fire-cop-car-responding-scene-involved-serious-crash"
"07/19/2016","NY","Schenectady","Under investigation","A 5-year-old girl and a 26-year-old disabled man died in a house fire","Female","5","Children (14 and under)","1 of 2","N","1 & 2 family
","Not reported","https://www.newyorkupstate.com/capital-region/2016/07/fire_that_killed_upstate_ny_girl_disabled_uncle_was_started_in_kitchen.html"
"07/19/2016","NY","Schenectady","Under investigation","A 5-year-old girl and a 26-year-old disabled man died in a house fire","Unknown","26","Unknown","2 of 2","Y","1 & 2 family
","Not reported","https://www.newyorkupstate.com/capital-region/2016/07/fire_that_killed_upstate_ny_girl_disabled_uncle_was_started_in_kitchen.html"
"07/17/2016","NY","Guilderland","Smoking","A 51-year-old man died in a house fire.","Male","51","Unknown","","N","1 & 2 family
","Not reported","https://news10.com/2016/07/17/one-dead-in-guilderland-house-fire/"
"07/17/2016","NY","New Rochelle","Under investigation","A 55-year-old woman died in a house fire.","Female","55","Unknown","","N","1 & 2 family
","Not reported","https://www.nbcnewyork.com/news/local/NY-Westchester-New-Rochelle-Fire-Injures-2-Burns-Home-387233521.html"
"07/11/2016","NY","Portville","Under investigation","An 85-year-old woman died in a house fire","Female","85","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.wgrz.com/news/local/fatal-fire-in-portville/270779483"
"07/10/2016","NY","Mahopac Falls","Under investigation","A 39-year-old man died in a house fire.","Male","39","Unknown","","N","1 & 2 family
","Not reported","https://www.lohud.com/story/news/local/putnam/2016/07/10/fire-mahopac-falls/86917204/"
"07/01/2016","NY","Elmira","Under investigation","A 36-year-old man died in a house fire.","Male","36","Unknown","","N","1 & 2 family
","Not reported","https://www.wbng.com/news/local/Man-dies-in-Elmira-house-fire-385203181.html"
"06/16/2016","NY","Town of Bethel (Sullivan County)","Under investigation","A 45-year-old man died in an apartment fire.","Male","45","Unknown","","N","Multifamily","Not reported","https://www.recordonline.com/article/20160617/NEWS/160619478"
"06/06/2016","NY","Brooklyn","Under investigation","A 37-year-old-man died in a house fire","Male","37","Unknown","","N","1 & 2 family
","Not reported","https://patch.com/new-york/ditmaspark/ditmas-park-fire-kills-37-year-old-man-nypd-0"
"06/04/2016","NY","West Chazy","Under investigation","A 56-year-old man died in a house fire.","Male","56","Unknown","","N","1 & 2 family
","Not reported","https://www.wptz.com/news/man-found-dead-in-chazy-house-fire/39904018"
"06/02/2016","NY","Greece","Under investigation","A 65-year-old woman died in a house fire.","Female","65","Older adults (65 and older)","","N","1 & 2 family
","Not present/not working","https://www.twcnews.com/nys/rochester/news/2016/06/3/luddington-lane-house-fire-north-greece-victim-dies-.html"
"05/22/2016","NY","Plattsburgh","Under investigation","Two men, both 34-years-old died in a house fire.","Male","34","Unknown","1 of 2","N","Not reported","Not reported","https://www.pressrepublican.com/news/local_news/friends-family-remember-fire-victims/article_1c651637-05d9-5e68-ae9a-6dd0eb009004.html"
"05/22/2016","NY","Plattsburgh","Under investigation","Two men, both 34-years-old died in a house fire.","Male","34","Unknown","2 of 2","N","Not reported","Not reported","https://www.pressrepublican.com/news/local_news/friends-family-remember-fire-victims/article_1c651637-05d9-5e68-ae9a-6dd0eb009004.html"
"05/20/2016","NY","Batavia","Under investigation","A twin boy and girl, aged 2-years-old, died in a house fire.","Female","2","Children (14 and under)","1 of 2","N","1 & 2 family
","Not reported","https://www.whec.com/news/fatal-fire-claims-lives-of-two-year-old-twins-batavia/4146001/"
"05/20/2016","NY","Batavia","Under investigation","A twin boy and girl, aged 2-years-old, died in a house fire.","Male","2","Children (14 and under)","2 of 2","N","1 & 2 family
","Not reported","https://www.whec.com/news/fatal-fire-claims-lives-of-two-year-old-twins-batavia/4146001/"
"05/20/2016","NY","Berwyn","Under investigation","A 23-year-old man died in a house fire.","Male","23","Unknown","","N","1 & 2 family
","Not reported","https://wgntv.com/2016/05/20/man-23-dies-in-berwyn-house-fire/"
"05/18/2016","NY","Centereach","Under investigation","Unidentified man dies in a house fire","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://patch.com/new-york/sachem/man-killed-centereach-house-fire-0"
"05/12/2016","NY","Utica","Under investigation","A 69-year-old man died in a house fire.","Male","69","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.wktv.com/news/Fatal_Fire_on_Dudley_Ave.html"
"05/11/2016","NY","Onondaga County","Under investigation","A 27-year old man died in a house fire.","Male","27","Unknown","","N","1 & 2 family
","Not reported","https://cnycentral.com/news/local/crews-on-the-scene-of-a-fire-in-mattydale"
"05/06/2016","NY","Syracuse","Under investigation","Two adults and four children died in a house fire.","Male","34","Unknown","1 of 6","N","1 & 2 family
","Not reported","https://www.nydailynews.com/new-york/syracuse-house-fire-kills-including-children-article-1.2627569"
"05/06/2016","NY","Syracuse","Under investigation","Two adults and four children died in a house fire.","Male","33","Unknown","2 of 6","N","1 & 2 family
","Not reported","https://www.nydailynews.com/new-york/syracuse-house-fire-kills-including-children-article-1.2627569"
"05/06/2016","NY","Syracuse","Under investigation","Two adults and four children died in a house fire.","Male","12","Children (14 and under)","3 of 6","N","1 & 2 family
","Not reported","https://www.nydailynews.com/new-york/syracuse-house-fire-kills-including-children-article-1.2627569"
"05/06/2016","NY","Syracuse","Under investigation","Two adults and four children died in a house fire.","Male","10","Children (14 and under)","4 of 6","N","1 & 2 family
","Not reported","https://www.nydailynews.com/new-york/syracuse-house-fire-kills-including-children-article-1.2627569"
"05/06/2016","NY","Syracuse","Under investigation","Two adults and four children died in a house fire.","Female","7","Children (14 and under)","5 of 6","N","1 & 2 family
","Not reported","https://www.nydailynews.com/new-york/syracuse-house-fire-kills-including-children-article-1.2627569"
"05/06/2016","NY","Syracuse","Under investigation","Two adults and four children died in a house fire.","Male","13","Children (14 and under)","6 of 6","N","1 & 2 family
","Not reported","https://www.nydailynews.com/new-york/syracuse-house-fire-kills-including-children-article-1.2627569"
"05/06/2016","NY","Buffalo","Under investigation","A 30-year-old woman died from injuries she received in a house fire.","Female","30","Unknown","","N","1 & 2 family
","Not reported","https://www.twcnews.com/nys/buffalo/news/2016/05/8/30-year-old-woman-dies-after-fridays-moselle-street-fire.html"
"05/05/2016","NY","Huntington Station","Under investigation","A 76-year-old man died in a house fire.","Male","76","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.theeagle.com/news/nation/year-old-man-killed-in-long-island-house-fire/article_6b838a76-5275-5579-abff-6bfc49bae5c1.html"
"04/30/2016","NY","Batavia","Under investigation","A 90-year-old man died in a house fire.","Male","90","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.democratandchronicle.com/story/news/2016/04/30/fatal-fire/83751780/"
"04/28/2016","NY","Vienna","Heating","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://romesentinel.com/public-safety/one-dead-in-north-bay-fire-not-suspicious/QBqpdC!ng9KghqppY6wx5UMdBolA/"
"04/20/2016","NY","Albany","Other unintentional/careless
","A 36-year-old man died in an apartment fire.","Male","36","Unknown","","N","Multifamily","Not reported","https://www.timesunion.com/local/article/Cause-sought-for-Albany-blaze-that-injured-man-7287371.php"
"04/18/2016","NY","Brooklyn","Under investigation","A 63-year-old woman died in a house fire.","Female","63","Unknown","","N","1 & 2 family
","Not reported","https://patch.com/new-york/prospectheights/breaking-brooklyn-house-fire-kills-1-woman-police-say"
"04/18/2016","NY","St. Albans (Queens)","Under investigation","A 52-year-old man died in a house fire.","Male","52","Unknown","","N","1 & 2 family
","Not reported","https://pix11.com/2016/04/18/recently-retired-firefighter-dies-saving-his-wife-tenants-from-queens-house-fire/"
"04/13/2016","NY","Bronx","Under investigation","Two baby girls, ages 1 and 18-months old died in an apartment fire. The cause of the fire was unattended incense burning.","Female","1","Children (14 and under)","1 of 2","N","Multifamily","Not reported","https://pix11.com/2016/04/14/mother-questioned-after-bronx-apartment-fire-kills-2-young-girls/"
"04/13/2016","NY","Bronx","Under investigation","Two baby girls, ages 1 and 18-months old died in an apartment fire. The cause of the fire was unattended incense burning.","Unknown","2","Children (14 and under)","2 of 2","N","Multifamily","Not reported","https://pix11.com/2016/04/14/mother-questioned-after-bronx-apartment-fire-kills-2-young-girls/"
